time	V(n003)	V(n006)
6.461656189663059e-006	1.173552e+000	6.095726e+000
6.477281189663059e-006	9.629760e-001	5.752241e+000
6.492906189663060e-006	7.668217e-001	5.418333e+000
6.500718689663060e-006	6.739797e-001	5.255070e+000
6.508531189663060e-006	5.845355e-001	5.094313e+000
6.516343689663060e-006	4.984198e-001	4.936092e+000
6.524156189663060e-006	4.155638e-001	4.780434e+000
6.531968689663061e-006	3.358986e-001	4.627360e+000
6.539781189663061e-006	2.593555e-001	4.476893e+000
6.547593689663061e-006	1.858663e-001	4.329048e+000
6.555406189663061e-006	1.153628e-001	4.183838e+000
6.563218689663061e-006	4.777753e-002	4.041276e+000
6.571031189663061e-006	-1.695689e-002	3.901368e+000
6.578843689663062e-006	-7.890723e-002	3.764122e+000
6.586656189663062e-006	-1.381398e-001	3.629539e+000
6.594468689663062e-006	-1.947204e-001	3.497621e+000
6.602281189663062e-006	-2.487143e-001	3.368366e+000
6.610093689663062e-006	-3.001860e-001	3.241770e+000
6.617906189663063e-006	-3.491998e-001	3.117828e+000
6.625718689663063e-006	-3.958189e-001	2.996531e+000
6.633531189663063e-006	-4.401060e-001	2.877870e+000
6.641343689663063e-006	-4.821233e-001	2.761833e+000
6.649156189663063e-006	-5.219319e-001	2.648407e+000
6.656968689663064e-006	-5.595925e-001	2.537576e+000
6.664781189663064e-006	-5.951650e-001	2.429325e+000
